movie_id,title,ranking_score
M0933,Movie 933,999.0597631903498
M0097,Movie 97,999.0044021604945
M0085,Movie 85,995.3701078450144
M0330,Movie 330,993.5031333431308
M0998,Movie 998,991.8765188344106
M0349,Movie 349,985.7635133372661
M0760,Movie 760,983.3732834594858
M0176,Movie 176,982.2899561592066
M0216,Movie 216,974.1771407927579
M0917,Movie 917,972.7849661243692
M0095,Movie 95,968.6045394302752
M0294,Movie 294,967.0653394763053
M0990,Movie 990,962.8938840668194
M0171,Movie 171,962.703332922188
M0286,Movie 286,962.7000974731917
M0614,Movie 614,962.3703200694646
M0787,Movie 787,955.39329800855
M0816,Movie 816,954.0319503728181
M0586,Movie 586,944.7360775930124
M0572,Movie 572,933.2697154758249
M0248,Movie 248,930.2519117759567
M0744,Movie 744,922.2327444162023
M0072,Movie 72,921.9581841146485
M0131,Movie 131,918.5599576545202
M0970,Movie 970,915.6555615605525
M0126,Movie 126,912.3712746822151
M0832,Movie 832,906.6270395983321
M0165,Movie 165,905.7634590971554
M0940,Movie 940,905.2401830343134
M0014,Movie 14,894.9243931870018
M0142,Movie 142,892.025268259432
M0647,Movie 647,891.2160231093686
M0934,Movie 934,889.634823333805
M0607,Movie 607,888.9579072805127
M0590,Movie 590,888.7357183367043
M0190,Movie 190,887.4089179905909
M0484,Movie 484,884.5514881336578
M0630,Movie 630,883.495720312962
M0854,Movie 854,882.6973663150543
M0952,Movie 952,880.7000358956684
M0197,Movie 197,875.8315279767778
M0073,Movie 73,875.2360086158561
M0493,Movie 493,867.851965866516
M0432,Movie 432,861.5652242694247
M0018,Movie 18,859.4911965627163
M0767,Movie 767,858.6886095630035
M0588,Movie 588,850.9729874234392
M0600,Movie 600,841.3575642753107
M0982,Movie 982,839.7245818814141
M0833,Movie 833,839.3614226693359
