movie_id,title,ranking_score
M0455,Movie 455,997.0633903821629
M0098,Movie 98,997.0028254419299
M0274,Movie 274,993.4569491443555
M0942,Movie 942,992.7300295317896
M0801,Movie 801,991.4924889376977
M0669,Movie 669,988.1460425958202
M0892,Movie 892,984.479693693341
M0253,Movie 253,983.8439182746499
M0252,Movie 252,982.9810556235202
M0958,Movie 958,982.7708825295532
M0941,Movie 941,969.6401104865324
M0219,Movie 219,968.7419056845529
M0453,Movie 453,961.5049563309334
M0566,Movie 566,952.22806111523
M0883,Movie 883,945.7755569438569
M0671,Movie 671,935.0528719927078
M0039,Movie 39,933.6075209688569
M0775,Movie 775,933.473569194472
M0519,Movie 519,931.9495488915492
M0675,Movie 675,930.3644240825919
M0821,Movie 821,930.3516284830746
M0185,Movie 185,916.3850104867718
M0987,Movie 987,914.1166640151692
M0012,Movie 12,903.3051295508454
M0891,Movie 891,897.3120193042209
M0536,Movie 536,875.7330595006067
M0461,Movie 461,869.3145996624655
M0792,Movie 792,856.6363564001833
M0820,Movie 820,855.5552177524602
M0655,Movie 655,850.7795229326148
M0523,Movie 523,846.7852282644941
M0692,Movie 692,846.5808116559176
M0456,Movie 456,846.3603786880872
M0430,Movie 430,843.8078487957966
M0840,Movie 840,843.2629519513068
M0378,Movie 378,843.171333499398
M0608,Movie 608,841.4028015594065
M0763,Movie 763,841.1983779172
M0629,Movie 629,838.706418357056
M0444,Movie 444,834.384393825317
M0463,Movie 463,833.8570331442073
M0149,Movie 149,821.28576584426
M0429,Movie 429,818.3908248637539
M0189,Movie 189,810.6104824939781
M0070,Movie 70,806.4134875639464
M0520,Movie 520,790.2221611395735
M0762,Movie 762,789.7280104945936
M0236,Movie 236,780.4168624834998
M0645,Movie 645,779.8453140576933
M0911,Movie 911,769.7856720035957
