movie_id,title,ranking_score
M0032,Movie 32,997.6514917088683
M0863,Movie 863,985.2122998845499
M0636,Movie 636,975.1772707336896
M0508,Movie 508,962.4097524906957
M0483,Movie 483,959.6429834600601
M0205,Movie 205,944.4125056188273
M0758,Movie 758,937.0856179860439
M0282,Movie 282,928.5592394321769
M0064,Movie 64,925.3521710760655
M0332,Movie 332,922.8766979038895
M0031,Movie 31,917.8279732393501
M0599,Movie 599,915.2571416151235
M0435,Movie 435,913.663116448539
M0206,Movie 206,903.4025832516311
M0459,Movie 459,902.2603840899633
M0291,Movie 291,896.6621068971582
M0382,Movie 382,895.6861513167704
M0635,Movie 635,894.8176263046686
M0424,Movie 424,888.6981561027308
M0051,Movie 51,888.6789159571255
M0688,Movie 688,884.2792828332537
M0278,Movie 278,881.8795082443688
M0759,Movie 759,867.5297614763797
M0157,Movie 157,865.378813822388
M0411,Movie 411,864.827148390982
M0362,Movie 362,856.4903126533117
M0782,Movie 782,853.2472575802797
M0002,Movie 2,836.7104073953548
M0462,Movie 462,835.285140332625
M0320,Movie 320,814.2543201018049
M0391,Movie 391,813.4222760198815
M0591,Movie 591,811.2396072861656
M0949,Movie 949,785.5240822023397
M0331,Movie 331,784.427087286645
M0436,Movie 436,776.163633954594
M0116,Movie 116,773.7182983921916
M0440,Movie 440,772.9569003674894
M0273,Movie 273,764.4515785623267
M0955,Movie 955,764.128940021482
M0442,Movie 442,761.3929764374308
M0898,Movie 898,760.7951123310713
M0187,Movie 187,758.2580090012265
M0679,Movie 679,740.4707666057479
M0995,Movie 995,737.2518908787874
M0594,Movie 594,735.7012600520628
M0907,Movie 907,734.2487058092959
M0837,Movie 837,730.8069571045517
M0618,Movie 618,730.3422981009408
M0662,Movie 662,727.3224617478094
M0579,Movie 579,707.5051707347488
