movie_id,title,ranking_score
M0097,Movie 97,998.9690432422776
M0085,Movie 85,995.3207181117954
M0330,Movie 330,993.4672293195646
M0760,Movie 760,983.3427710701458
M0990,Movie 990,962.8617648097876
M0171,Movie 171,962.6553679293542
M0614,Movie 614,962.3487335065322
M0787,Movie 787,955.3845892867763
M0816,Movie 816,954.0071129120875
M0586,Movie 586,944.735951093852
M0572,Movie 572,933.2756079659553
M0072,Movie 72,921.9466379232447
M0970,Movie 970,915.6229044299674
M0126,Movie 126,912.3409402020116
M0832,Movie 832,906.5761256469697
M0647,Movie 647,891.2016012275396
M0934,Movie 934,889.5740698843584
M0190,Movie 190,887.3597690029355
M0484,Movie 484,884.522721763191
M0630,Movie 630,883.5178086455016
M0854,Movie 854,882.6403074348808
M0952,Movie 952,880.6339975544103
M0197,Movie 197,875.7786782403173
M0073,Movie 73,875.2215394362904
M0432,Movie 432,861.5487358187313
M0767,Movie 767,858.6759789574537
M0600,Movie 600,841.3527898869594
M0982,Movie 982,839.6893864617883
M0247,Movie 247,833.9307187010565
M0562,Movie 562,832.9455555116025
M0950,Movie 950,827.2011779635798
M0886,Movie 886,826.2092780939271
M0280,Movie 280,825.5869853061868
M0649,Movie 649,812.6670803698945
M0903,Movie 903,811.8339271000235
M0168,Movie 168,808.4935978491558
M0738,Movie 738,806.5997534402389
M0796,Movie 796,801.3962788403263
M0866,Movie 866,777.1893739693904
M0602,Movie 602,773.221200574419
M0227,Movie 227,765.3426586779925
M0234,Movie 234,755.4125465197975
M0773,Movie 773,750.3988586532562
M0867,Movie 867,749.8840913241386
M0513,Movie 513,749.0823856026545
M0686,Movie 686,740.0897404097387
M0153,Movie 153,731.6215413495488
M0477,Movie 477,726.2560970556783
M0577,Movie 577,720.880900098291
M0353,Movie 353,717.4671221832242
