movie_id,title,ranking_score
M0933,Movie 933,999.0385556178595
M0097,Movie 97,998.9540978441535
M0085,Movie 85,995.2954959202548
M0330,Movie 330,993.4475863988777
M0998,Movie 998,991.8939623641603
M0349,Movie 349,985.7623844910993
M0760,Movie 760,983.3676385744511
M0176,Movie 176,982.3328022585772
M0216,Movie 216,974.1825390036892
M0917,Movie 917,972.7947152785529
M0095,Movie 95,968.6080037863411
M0294,Movie 294,967.0645887232641
M0990,Movie 990,962.855132795704
M0286,Movie 286,962.7147980389449
M0171,Movie 171,962.6460369967987
M0614,Movie 614,962.3620954413699
M0787,Movie 787,955.3767459828399
M0816,Movie 816,953.9923430130202
M0586,Movie 586,944.7558207696616
M0248,Movie 248,930.2596098791817
M0744,Movie 744,922.2623987196838
M0072,Movie 72,921.9373215491087
M0131,Movie 131,918.5807995428703
M0970,Movie 970,915.6227209797513
M0126,Movie 126,912.348684906511
M0832,Movie 832,906.5680953611326
M0165,Movie 165,905.7810713377094
M0940,Movie 940,905.2254202108569
M0014,Movie 14,894.9685863142382
M0142,Movie 142,892.0335526325482
M0647,Movie 647,891.1785353208426
M0934,Movie 934,889.5465497419316
M0607,Movie 607,889.0326039251635
M0590,Movie 590,888.7612690542118
M0190,Movie 190,887.3489867021085
M0484,Movie 484,884.5236519050478
M0630,Movie 630,883.5043963094513
M0854,Movie 854,882.6323409754258
M0952,Movie 952,880.6222447960295
M0197,Movie 197,875.7910229021204
M0073,Movie 73,875.2082574071787
M0493,Movie 493,867.9064972513293
M0432,Movie 432,861.5424578344318
M0018,Movie 18,859.5126481568809
M0767,Movie 767,858.6920874521187
M0588,Movie 588,851.0110830727867
M0600,Movie 600,841.3820208078408
M0982,Movie 982,839.6948493305337
M0833,Movie 833,839.339759731798
M0848,Movie 848,837.3560368852936
