movie_id,title,ranking_score
M0933,Movie 933,999.0378471431018
M0998,Movie 998,991.8771191008971
M0349,Movie 349,985.7630201921686
M0176,Movie 176,982.316366034058
M0216,Movie 216,974.1866524870208
M0917,Movie 917,972.7568272155816
M0095,Movie 95,968.5778418241788
M0294,Movie 294,967.0726507153639
M0286,Movie 286,962.7134969171142
M0248,Movie 248,930.2564094625388
M0744,Movie 744,922.2557706262218
M0131,Movie 131,918.5901042350438
M0165,Movie 165,905.7807275136589
M0940,Movie 940,905.206255109734
M0014,Movie 14,894.96520187961
M0142,Movie 142,892.0281383617507
M0607,Movie 607,889.0194650877933
M0590,Movie 590,888.7546666044532
M0493,Movie 493,867.8838922797183
M0018,Movie 18,859.4950759724678
M0588,Movie 588,850.9939951279418
M0833,Movie 833,839.3508826017181
M0848,Movie 848,837.3443491123576
M0663,Movie 663,836.5746954191549
M0583,Movie 583,825.4728471599059
M0555,Movie 555,822.3444598029163
M0166,Movie 166,818.6687514853431
M0604,Movie 604,806.5584960591821
M0905,Movie 905,806.4567264479969
M0295,Movie 295,803.438452504953
M0943,Movie 943,790.59843475214
M0255,Movie 255,786.5276765234416
M0118,Movie 118,785.1403336686576
M0514,Movie 514,784.7719022518224
M0897,Movie 897,782.5033824893078
M0344,Movie 344,779.201629526197
M0135,Movie 135,775.0754253447924
M0537,Movie 537,772.6366177849607
M0509,Movie 509,771.4592887716153
M0129,Movie 129,764.8222427299788
M0203,Movie 203,761.1495482985154
M0188,Movie 188,758.3542802841496
M0163,Movie 163,757.0402089832719
M0087,Movie 87,756.7996042688914
M0640,Movie 640,756.780625407931
M0977,Movie 977,754.5863902885202
M0539,Movie 539,749.2609805314737
M0260,Movie 260,745.7049635146168
M0390,Movie 390,740.8095938706264
M0575,Movie 575,735.1033705022074
