movie_id,title,ranking_score
M0455,Movie 455,997.0550145934237
M0098,Movie 98,997.0048143123634
M0274,Movie 274,993.4337697136938
M0942,Movie 942,992.7001249298763
M0801,Movie 801,991.4905110067643
M0669,Movie 669,988.1547883060805
M0892,Movie 892,984.501560880597
M0253,Movie 253,983.8059508066215
M0252,Movie 252,982.9471054020287
M0958,Movie 958,982.7726755762271
M0941,Movie 941,969.6224879355503
M0219,Movie 219,968.7343630296724
M0453,Movie 453,961.5062067681667
M0566,Movie 566,952.2031712495726
M0883,Movie 883,945.7966870235828
M0543,Movie 543,942.6359780926621
M0671,Movie 671,935.0355468010538
M0039,Movie 39,933.6063878391252
M0775,Movie 775,933.4509834813332
M0519,Movie 519,931.9304364588744
M0821,Movie 821,930.3621510483621
M0675,Movie 675,930.3389015640724
M0185,Movie 185,916.3589461247775
M0987,Movie 987,914.1067528416312
M0012,Movie 12,903.3035307822762
M0891,Movie 891,897.3233873686398
M0536,Movie 536,875.713585032185
M0461,Movie 461,869.3002620983433
M0792,Movie 792,856.6420640971568
M0820,Movie 820,855.5805022882021
M0655,Movie 655,850.7510896802687
M0523,Movie 523,846.767759179257
M0692,Movie 692,846.5888585717793
M0456,Movie 456,846.3554503569399
M0430,Movie 430,843.7694115442905
M0840,Movie 840,843.293222738828
M0378,Movie 378,843.180961428325
M0608,Movie 608,841.4105690164337
M0763,Movie 763,841.1826818477432
M0629,Movie 629,838.718777386218
M0444,Movie 444,834.3831363600411
M0463,Movie 463,833.8517359582132
M0149,Movie 149,821.2373158661389
M0429,Movie 429,818.4148190091911
M0189,Movie 189,810.5998641514625
M0070,Movie 70,806.4036869033034
M0520,Movie 520,790.2013078126787
M0762,Movie 762,789.7106553039973
M0236,Movie 236,780.3954114216996
M0645,Movie 645,779.839580547645
