movie_id,title,ranking_score
M0032,Movie 32,997.6027680299394
M0863,Movie 863,985.2215340135406
M0636,Movie 636,975.151574103656
M0508,Movie 508,962.3688592847295
M0483,Movie 483,959.6291868019429
M0205,Movie 205,944.3081829155245
M0758,Movie 758,937.0804310541499
M0282,Movie 282,928.4795678631262
M0064,Movie 64,925.3081253203106
M0332,Movie 332,922.7970927309368
M0031,Movie 31,917.7719147755611
M0599,Movie 599,915.2315656540491
M0435,Movie 435,913.5914333797705
M0206,Movie 206,903.310077127813
M0459,Movie 459,902.2298956328876
M0265,Movie 265,897.4507490127876
M0291,Movie 291,896.5947788471393
M0382,Movie 382,895.65931568432
M0635,Movie 635,894.7908275660857
M0424,Movie 424,888.6821397127483
M0051,Movie 51,888.6200578139961
M0688,Movie 688,884.2943825528431
M0278,Movie 278,881.8035748229911
M0759,Movie 759,867.5024845298096
M0157,Movie 157,865.2869682547924
M0411,Movie 411,864.7758132324676
M0362,Movie 362,856.4481965397854
M0782,Movie 782,853.2461703944176
M0657,Movie 657,843.6352530703019
M0002,Movie 2,836.637592414938
M0462,Movie 462,835.2306758315879
M0320,Movie 320,814.1579214824166
M0391,Movie 391,813.3942077015429
M0591,Movie 591,811.1924021443976
M0949,Movie 949,785.4994801505605
M0331,Movie 331,784.3491970305433
M0436,Movie 436,776.1379276121486
M0116,Movie 116,773.6373537531257
M0440,Movie 440,772.8874174726092
M0273,Movie 273,764.4031928385284
M0955,Movie 955,764.0649863685842
M0442,Movie 442,761.3658208159125
M0898,Movie 898,760.8086711036336
M0187,Movie 187,758.1863259301974
M0679,Movie 679,740.438603544396
M0995,Movie 995,737.2113561929707
M0594,Movie 594,735.6682111942314
M0907,Movie 907,734.2379389035046
M0618,Movie 618,730.3177296821704
M0662,Movie 662,727.2732102535616
