movie_id,title,ranking_score
M0032,Movie 32,997.5871541204815
M0863,Movie 863,985.1971299844398
M0636,Movie 636,975.1540733691343
M0508,Movie 508,962.3719472184059
M0483,Movie 483,959.630236810399
M0205,Movie 205,944.3286090111566
M0758,Movie 758,937.081875105926
M0282,Movie 282,928.4490312244609
M0064,Movie 64,925.3055240292214
M0332,Movie 332,922.7707546919047
M0031,Movie 31,917.7471297099042
M0599,Movie 599,915.2582855943106
M0435,Movie 435,913.5714419523304
M0206,Movie 206,903.3274661517142
M0459,Movie 459,902.201799318119
M0265,Movie 265,897.4375915753374
M0291,Movie 291,896.5886836682215
M0382,Movie 382,895.641805381989
M0635,Movie 635,894.8099235957685
M0424,Movie 424,888.6723091279993
M0051,Movie 51,888.6070001873462
M0688,Movie 688,884.2831169589019
M0278,Movie 278,881.8124467221016
M0759,Movie 759,867.4955890762441
M0157,Movie 157,865.2917611490083
M0411,Movie 411,864.7696979471795
M0362,Movie 362,856.4368042181313
M0782,Movie 782,853.226690432984
M0657,Movie 657,843.6537604904901
M0002,Movie 2,836.6369350337934
M0462,Movie 462,835.2077979771744
M0320,Movie 320,814.1575686768759
M0391,Movie 391,813.3835928479797
M0591,Movie 591,811.2422118090897
M0949,Movie 949,785.4698571758096
M0331,Movie 331,784.3539954833121
M0436,Movie 436,776.1342306213801
M0116,Movie 116,773.6257292155468
M0440,Movie 440,772.8686232350095
M0273,Movie 273,764.3916293965502
M0955,Movie 955,764.0622156846621
M0442,Movie 442,761.33736491886
M0898,Movie 898,760.7967002693971
M0187,Movie 187,758.1938213793107
M0679,Movie 679,740.4439449829599
M0995,Movie 995,737.215692825552
M0594,Movie 594,735.6693518052888
M0907,Movie 907,734.2399041861341
M0837,Movie 837,730.7966183674242
M0618,Movie 618,730.3361453731558
