movie_id,title,ranking_score
M0953,Movie 953,1000.5186001507269
M0739,Movie 739,990.5584985064552
M0133,Movie 133,984.9572942955954
M0452,Movie 452,984.5021304623351
M0497,Movie 497,972.3266391214388
M0104,Movie 104,970.2823557409821
M0235,Movie 235,969.942689153432
M0540,Movie 540,962.1427059713765
M0334,Movie 334,961.3801968704837
M0518,Movie 518,959.9252877759711
M0494,Movie 494,954.4987698186314
M0964,Movie 964,936.5815450792019
M0789,Movie 789,934.7538671204964
M0720,Movie 720,929.1666266978176
M0613,Movie 613,927.0387709115902
M0959,Movie 959,898.66845348856
M0693,Movie 693,898.3632334841178
M0446,Movie 446,893.3922463490577
M0748,Movie 748,890.1298706633255
M0229,Movie 229,888.4483551769732
M0628,Movie 628,887.1712071475489
M0503,Movie 503,884.4567235459843
M0603,Movie 603,881.6295559848387
M0207,Movie 207,872.9767881890299
M0870,Movie 870,872.0643167725549
M0315,Movie 315,868.4874170097623
M0842,Movie 842,867.1942184268447
M0034,Movie 34,863.7756715176845
M0548,Movie 548,857.3968186562214
M0601,Movie 601,848.3776189338951
M0804,Movie 804,845.1499524988625
M0534,Movie 534,831.5991987757337
M0337,Movie 337,830.5255390936493
M0046,Movie 46,830.2382585176234
M0533,Movie 533,827.5379429643921
M0257,Movie 257,817.8355253777198
M0482,Movie 482,813.9113919369188
M0043,Movie 43,796.1291567495309
M0499,Movie 499,793.1676298253301
M0110,Movie 110,788.4590364711478
M0597,Movie 597,787.3436311722062
M0307,Movie 307,771.5213070335435
M0125,Movie 125,753.1220738933588
M0771,Movie 771,750.2779438911213
M0321,Movie 321,743.6712728218224
M0016,Movie 16,740.8366840894004
M0155,Movie 155,737.8716681586814
M0564,Movie 564,733.9630931635892
M0926,Movie 926,728.9773558924664
M0521,Movie 521,724.1946234783933
