movie_id,title,ranking_score
M0455,Movie 455,997.0634801731371
M0098,Movie 98,996.9879228564697
M0274,Movie 274,993.4343795771823
M0942,Movie 942,992.7207182381273
M0801,Movie 801,991.4735751414228
M0669,Movie 669,988.1611432032
M0892,Movie 892,984.4907628389612
M0253,Movie 253,983.8152350747008
M0252,Movie 252,982.9676894820107
M0958,Movie 958,982.7589188719384
M0941,Movie 941,969.6250804983467
M0219,Movie 219,968.7336287853342
M0453,Movie 453,961.4987899781637
M0566,Movie 566,952.2124380732386
M0883,Movie 883,945.7669965199232
M0543,Movie 543,942.6224708213093
M0671,Movie 671,935.0536804050421
M0039,Movie 39,933.605417067593
M0775,Movie 775,933.4625906814591
M0519,Movie 519,931.936089256843
M0821,Movie 821,930.3557787393692
M0675,Movie 675,930.3456651511542
M0185,Movie 185,916.353151398858
M0987,Movie 987,914.1079279438059
M0012,Movie 12,903.2897762376016
M0891,Movie 891,897.3195806208859
M0536,Movie 536,875.7219954765201
M0461,Movie 461,869.3107320266481
M0792,Movie 792,856.6259105313105
M0820,Movie 820,855.5502678754464
M0655,Movie 655,850.7504184252476
M0523,Movie 523,846.7608369216264
M0692,Movie 692,846.5902363310565
M0456,Movie 456,846.3716582889563
M0430,Movie 430,843.7738586980096
M0840,Movie 840,843.2712063580371
M0378,Movie 378,843.1624028954758
M0608,Movie 608,841.3959790730386
M0763,Movie 763,841.1851101580119
M0629,Movie 629,838.7136359153734
M0444,Movie 444,834.383051255755
M0463,Movie 463,833.8510689094447
M0149,Movie 149,821.2502276060848
M0429,Movie 429,818.4052924231636
M0189,Movie 189,810.6142872976974
M0070,Movie 70,806.4072907387987
M0762,Movie 762,789.717689610639
M0236,Movie 236,780.4081233417643
M0645,Movie 645,779.8389087581342
M0911,Movie 911,769.7775983608302
