movie_id,title,ranking_score
M0953,Movie 953,1000.5163624109549
M0739,Movie 739,990.5217587989104
M0133,Movie 133,984.9460617768125
M0452,Movie 452,984.5096787509424
M0497,Movie 497,972.319852872137
M0104,Movie 104,970.2862420604907
M0235,Movie 235,969.9357219794125
M0540,Movie 540,962.1612298243253
M0334,Movie 334,961.3806727061052
M0518,Movie 518,959.9251506214608
M0494,Movie 494,954.5132459929183
M0964,Movie 964,936.589871525263
M0789,Movie 789,934.7345375490166
M0720,Movie 720,929.1942055281453
M0613,Movie 613,927.0748668851614
M0959,Movie 959,898.6758073321894
M0693,Movie 693,898.335538081204
M0446,Movie 446,893.4066081723124
M0748,Movie 748,890.1318023979754
M0229,Movie 229,888.4551770620851
M0628,Movie 628,887.1982341851824
M0503,Movie 503,884.4837014911025
M0603,Movie 603,881.6717212943695
M0207,Movie 207,872.9920438338436
M0870,Movie 870,872.0940715368696
M0315,Movie 315,868.474090629956
M0842,Movie 842,867.1932306418629
M0034,Movie 34,863.7809290142092
M0548,Movie 548,857.4170318276465
M0601,Movie 601,848.4128675682915
M0804,Movie 804,845.1435554017265
M0534,Movie 534,831.6018174145556
M0337,Movie 337,830.5047629405017
M0046,Movie 46,830.2563608115554
M0533,Movie 533,827.5669563752158
M0257,Movie 257,817.8628481944361
M0482,Movie 482,813.9387471078417
M0043,Movie 43,796.1102217460452
M0499,Movie 499,793.1686412800691
M0110,Movie 110,788.4837207266838
M0597,Movie 597,787.3415061272045
M0307,Movie 307,771.5171890744145
M0125,Movie 125,753.1492392455459
M0771,Movie 771,750.2951861870764
M0321,Movie 321,743.6795480517246
M0016,Movie 16,740.8197698878996
M0155,Movie 155,737.8679512609127
M0926,Movie 926,728.9856953212886
M0521,Movie 521,724.2227305570311
M0653,Movie 653,722.1261099326132
