movie_id,title,ranking_score
M0032,Movie 32,997.6107050141252
M0863,Movie 863,985.1821836012425
M0636,Movie 636,975.1673619547
M0508,Movie 508,962.3794608696385
M0483,Movie 483,959.648224636897
M0205,Movie 205,944.3478079906032
M0758,Movie 758,937.093474213076
M0282,Movie 282,928.4938945255127
M0064,Movie 64,925.312303037199
M0332,Movie 332,922.8168319316461
M0031,Movie 31,917.7878554861409
M0599,Movie 599,915.236918236484
M0435,Movie 435,913.6215084725266
M0206,Movie 206,903.3407549062993
M0459,Movie 459,902.2202675845124
M0265,Movie 265,897.4736363451824
M0291,Movie 291,896.6022191191237
M0382,Movie 382,895.6631033134171
M0635,Movie 635,894.8261341273634
M0424,Movie 424,888.6739752284061
M0051,Movie 51,888.6525957870675
M0688,Movie 688,884.2736159905216
M0278,Movie 278,881.8340271961234
M0759,Movie 759,867.5072395324208
M0157,Movie 157,865.3335153980105
M0411,Movie 411,864.7859336686013
M0362,Movie 362,856.4563850929338
M0782,Movie 782,853.2367980458262
M0657,Movie 657,843.6618271738006
M0002,Movie 2,836.6672638407956
M0462,Movie 462,835.2470644682411
M0320,Movie 320,814.1748334564154
M0391,Movie 391,813.395409096266
M0591,Movie 591,811.2228270773867
M0949,Movie 949,785.4712723415419
M0331,Movie 331,784.3529619808932
M0436,Movie 436,776.1478250928362
M0116,Movie 116,773.6573216146743
M0440,Movie 440,772.9020063330345
M0273,Movie 273,764.4195962551039
M0955,Movie 955,764.0974593015284
M0442,Movie 442,761.3588740938327
M0898,Movie 898,760.7847048401467
M0679,Movie 679,740.4418849093333
M0995,Movie 995,737.232780163844
M0907,Movie 907,734.2324996253758
M0837,Movie 837,730.8159945761008
M0618,Movie 618,730.3184509561114
M0662,Movie 662,727.3028409016162
M0579,Movie 579,707.5152070341786
