movie_id,title,ranking_score
M0933,Movie 933,999.0409550315995
M0097,Movie 97,998.9525067951289
M0085,Movie 85,995.3585961080443
M0330,Movie 330,993.5003117879405
M0998,Movie 998,991.8815212250196
M0349,Movie 349,985.7651345174615
M0760,Movie 760,983.3835895841861
M0176,Movie 176,982.3252599207985
M0216,Movie 216,974.201124908364
M0917,Movie 917,972.7775441929454
M0095,Movie 95,968.5925958027696
M0294,Movie 294,967.0729342944433
M0990,Movie 990,962.8579702445141
M0286,Movie 286,962.7174782541864
M0171,Movie 171,962.6762191676544
M0614,Movie 614,962.3695146395663
M0787,Movie 787,955.4073916976478
M0816,Movie 816,954.0409508478785
M0586,Movie 586,944.7614496856963
M0572,Movie 572,933.288286605354
M0248,Movie 248,930.2559637324977
M0744,Movie 744,922.255976417009
M0072,Movie 72,921.9824322109072
M0131,Movie 131,918.6002500784024
M0970,Movie 970,915.6268590944069
M0126,Movie 126,912.3546626157685
M0832,Movie 832,906.6138138063563
M0165,Movie 165,905.7878512545882
M0940,Movie 940,905.2248508059873
M0014,Movie 14,894.9837732111924
M0142,Movie 142,892.0468376615743
M0647,Movie 647,891.2271921193382
M0934,Movie 934,889.5924639682969
M0607,Movie 607,889.0188311607859
M0590,Movie 590,888.7575573470033
M0190,Movie 190,887.4042551802623
M0484,Movie 484,884.5503435275294
M0630,Movie 630,883.5280546810691
M0854,Movie 854,882.6794887181796
M0952,Movie 952,880.6246152274236
M0197,Movie 197,875.8171292944204
M0073,Movie 73,875.2301353311492
M0493,Movie 493,867.8535255164661
M0432,Movie 432,861.5752787270818
M0018,Movie 18,859.5036864189185
M0767,Movie 767,858.7006288598235
M0588,Movie 588,850.9977838515085
M0600,Movie 600,841.3891803874011
M0982,Movie 982,839.6703335294663
M0833,Movie 833,839.3675700550119
