movie_id,title,ranking_score
M0097,Movie 97,998.9329364978223
M0085,Movie 85,995.3078934530048
M0330,Movie 330,993.4644200813384
M0760,Movie 760,983.3368458827326
M0990,Movie 990,962.8499713621419
M0171,Movie 171,962.6561546746301
M0614,Movie 614,962.3354650907627
M0787,Movie 787,955.3616092135354
M0816,Movie 816,954.0080598521322
M0586,Movie 586,944.7413364229863
M0572,Movie 572,933.2744158082081
M0072,Movie 72,921.9482869158797
M0970,Movie 970,915.5923332613552
M0126,Movie 126,912.3386512483876
M0832,Movie 832,906.5804128057002
M0647,Movie 647,891.1899832434568
M0934,Movie 934,889.5473145586035
M0190,Movie 190,887.3821315010849
M0484,Movie 484,884.5083432825803
M0630,Movie 630,883.5054767051544
M0854,Movie 854,882.6360308611343
M0952,Movie 952,880.6063102652803
M0197,Movie 197,875.793555781133
M0073,Movie 73,875.2052706972084
M0432,Movie 432,861.5278068302878
M0767,Movie 767,858.6724042647941
M0600,Movie 600,841.3471561438853
M0982,Movie 982,839.6595458553986
M0247,Movie 247,833.9327038218439
M0562,Movie 562,832.9678954572879
M0950,Movie 950,827.1997957082484
M0886,Movie 886,826.2016384714705
M0280,Movie 280,825.6065789627014
M0649,Movie 649,812.6237042587157
M0903,Movie 903,811.8185126706518
M0168,Movie 168,808.5165368145695
M0738,Movie 738,806.5623717959049
M0796,Movie 796,801.38485181801
M0866,Movie 866,777.1955153988567
M0602,Movie 602,773.2492157969006
M0227,Movie 227,765.3475671297106
M0234,Movie 234,755.418583744611
M0773,Movie 773,750.3865909690214
M0867,Movie 867,749.8638395829352
M0513,Movie 513,749.0721171895367
M0686,Movie 686,740.0952089105618
M0153,Movie 153,731.6291633095151
M0477,Movie 477,726.2203395516822
M0577,Movie 577,720.8444586054916
M0353,Movie 353,717.4530853501218
