movie_id,title,ranking_score
M0933,Movie 933,999.001546418231
M0998,Movie 998,991.8440118078418
M0349,Movie 349,985.7224125969664
M0176,Movie 176,982.2779022694139
M0216,Movie 216,974.1634278650724
M0917,Movie 917,972.756996849889
M0095,Movie 95,968.5341163418526
M0294,Movie 294,967.0336518072064
M0286,Movie 286,962.7031753219328
M0248,Movie 248,930.2102965417614
M0744,Movie 744,922.2259180733948
M0131,Movie 131,918.5656125563703
M0165,Movie 165,905.7466172723033
M0940,Movie 940,905.1914011757657
M0014,Movie 14,894.9424903860615
M0142,Movie 142,891.9926793729915
M0607,Movie 607,889.0072421335561
M0590,Movie 590,888.7240694230446
M0493,Movie 493,867.8168449693941
M0018,Movie 18,859.432845502596
M0588,Movie 588,850.9586277379494
M0833,Movie 833,839.3194370739274
M0848,Movie 848,837.3274209374874
M0663,Movie 663,836.5440153766846
M0583,Movie 583,825.4085281244816
M0555,Movie 555,822.2968792032615
M0166,Movie 166,818.6540969926808
M0604,Movie 604,806.5168187998074
M0905,Movie 905,806.4501522342246
M0295,Movie 295,803.3945326790785
M0943,Movie 943,790.5621341625881
M0255,Movie 255,786.4740912455137
M0118,Movie 118,785.1203552271896
M0514,Movie 514,784.7132192689289
M0897,Movie 897,782.5029982425407
M0344,Movie 344,779.1463679789251
M0135,Movie 135,775.0598693881249
M0537,Movie 537,772.6165431206916
M0509,Movie 509,771.424942491376
M0129,Movie 129,764.7864671012519
M0203,Movie 203,761.0952033472555
M0188,Movie 188,758.3534312723862
M0163,Movie 163,757.0331834748488
M0087,Movie 87,756.7712933875025
M0640,Movie 640,756.7568182199939
M0977,Movie 977,754.5673873709196
M0438,Movie 438,754.3783019165276
M0539,Movie 539,749.223256593179
M0260,Movie 260,745.6698579458139
M0390,Movie 390,740.7687057474363
