movie_id,title,ranking_score
M0589,Movie 589,998.4341714760293
M0928,Movie 928,978.2768621756389
M0668,Movie 668,975.1127782281463
M0068,Movie 68,974.8149750236117
M0311,Movie 311,973.4071833922654
M0752,Movie 752,962.2215574273299
M0727,Movie 727,960.4008537499298
M0439,Movie 439,956.4788610575441
M0283,Movie 283,950.7128078648836
M0485,Movie 485,935.1336213583842
M0254,Movie 254,925.872451128403
M0769,Movie 769,924.5692464067974
M0631,Movie 631,922.8694982420146
M0199,Movie 199,915.9189884868719
M0951,Movie 951,915.5861491484637
M0844,Movie 844,913.6168983232496
M0481,Movie 481,878.5188424161227
M0730,Movie 730,875.4975967926016
M0030,Movie 30,864.252653321683
M0486,Movie 486,859.5841074943565
M0221,Movie 221,859.3616697146651
M0281,Movie 281,857.5109927477034
M0209,Movie 209,855.1156084279696
M0471,Movie 471,854.6855293692175
M0441,Movie 441,843.1776522094129
M0092,Movie 92,839.2397999996023
M0527,Movie 527,836.7260786303964
M0240,Movie 240,826.3566830534422
M0747,Movie 747,816.1783356185779
M0827,Movie 827,814.4243084391674
M0026,Movie 26,809.6005856993025
M0650,Movie 650,808.7811770066482
M0725,Movie 725,807.344662879081
M0975,Movie 975,805.5746208387371
M0700,Movie 700,796.6437664176975
M0042,Movie 42,785.8480963786961
M0210,Movie 210,782.5179968617659
M0377,Movie 377,778.7560788214108
M0665,Movie 665,766.6358814042017
M0121,Movie 121,766.4915738616917
M0876,Movie 876,747.4831578717427
M0134,Movie 134,737.1289312984368
M0195,Movie 195,735.2102279109068
M0656,Movie 656,727.029084904216
M0516,Movie 516,722.0017890538603
M0354,Movie 354,706.8162303141331
M0909,Movie 909,681.5680171219707
M0448,Movie 448,677.7749254955286
M0004,Movie 4,676.7365808807369
M0736,Movie 736,675.0489308087696
