movie_id,title,ranking_score
M0097,Movie 97,998.9081988344802
M0085,Movie 85,995.3409301231509
M0330,Movie 330,993.4820889880972
M0760,Movie 760,983.3571901329362
M0990,Movie 990,962.8109151614606
M0171,Movie 171,962.6413457158927
M0614,Movie 614,962.3733728719827
M0787,Movie 787,955.3837427924402
M0816,Movie 816,954.0369252540248
M0586,Movie 586,944.7707935565924
M0572,Movie 572,933.2872988435056
M0072,Movie 72,921.9438545088705
M0970,Movie 970,915.5503594075202
M0126,Movie 126,912.324710686088
M0832,Movie 832,906.6197429521245
M0647,Movie 647,891.1933113791872
M0934,Movie 934,889.523451342198
M0190,Movie 190,887.3449558168018
M0484,Movie 484,884.5701046853723
M0630,Movie 630,883.4883167726563
M0854,Movie 854,882.6774800503377
M0952,Movie 952,880.592996588732
M0197,Movie 197,875.7625904443802
M0073,Movie 73,875.1953838585782
M0432,Movie 432,861.5751430566157
M0767,Movie 767,858.6551110825425
M0600,Movie 600,841.3603799160724
M0982,Movie 982,839.6523731471194
M0247,Movie 247,833.9152529356386
M0562,Movie 562,833.026565438277
M0950,Movie 950,827.1776693026198
M0886,Movie 886,826.2365573525315
M0280,Movie 280,825.5959605847453
M0649,Movie 649,812.642952837158
M0903,Movie 903,811.8176861867361
M0168,Movie 168,808.506412738798
M0738,Movie 738,806.6033865923392
M0796,Movie 796,801.407655033083
M0866,Movie 866,777.2120792504369
M0602,Movie 602,773.291462782299
M0227,Movie 227,765.3760620419571
M0234,Movie 234,755.4084179515439
M0773,Movie 773,750.3891901991941
M0867,Movie 867,749.883746243236
M0513,Movie 513,749.0812671298977
M0686,Movie 686,740.1046652869252
M0153,Movie 153,731.5822219782619
M0477,Movie 477,726.2738104162196
M0577,Movie 577,720.8828591491315
M0353,Movie 353,717.4579109329671
