movie_id,title,ranking_score
M0933,Movie 933,999.0194678393874
M0097,Movie 97,998.9536380734933
M0085,Movie 85,995.3581892453495
M0330,Movie 330,993.4515021254333
M0998,Movie 998,991.874381533687
M0349,Movie 349,985.7197873971207
M0760,Movie 760,983.379485999193
M0176,Movie 176,982.3171406184869
M0216,Movie 216,974.1973667827579
M0917,Movie 917,972.7882769343629
M0095,Movie 95,968.5824177203245
M0294,Movie 294,967.0703247538867
M0990,Movie 990,962.8379239164847
M0286,Movie 286,962.7090728199988
M0614,Movie 614,962.3605705764628
M0787,Movie 787,955.3999027956273
M0816,Movie 816,954.0320097730743
M0586,Movie 586,944.7498179037043
M0572,Movie 572,933.2647149613064
M0248,Movie 248,930.2401166854263
M0744,Movie 744,922.2476877234063
M0072,Movie 72,921.9692698814274
M0131,Movie 131,918.5811829060829
M0970,Movie 970,915.6001193180126
M0126,Movie 126,912.3600228183471
M0832,Movie 832,906.6083071914597
M0165,Movie 165,905.7913685085765
M0940,Movie 940,905.2165847080129
M0014,Movie 14,894.9686429310892
M0142,Movie 142,892.0310479974233
M0647,Movie 647,891.2090382583236
M0934,Movie 934,889.5737267994966
M0607,Movie 607,889.0141782970684
M0590,Movie 590,888.7578196653477
M0190,Movie 190,887.3817646084091
M0484,Movie 484,884.5370545900605
M0630,Movie 630,883.5117989286882
M0854,Movie 854,882.6789686166101
M0952,Movie 952,880.628624161011
M0197,Movie 197,875.8000786171945
M0073,Movie 73,875.2308110443461
M0493,Movie 493,867.8523984573889
M0432,Movie 432,861.517558819347
M0018,Movie 18,859.5236495127822
M0767,Movie 767,858.6996175610144
M0588,Movie 588,850.9969541085172
M0600,Movie 600,841.380185123376
M0982,Movie 982,839.6882756059123
M0833,Movie 833,839.3630867726907
M0848,Movie 848,837.3862950692234
