movie_id,title,ranking_score
M0097,Movie 97,998.9242978706923
M0085,Movie 85,995.3017466345573
M0330,Movie 330,993.4473013281058
M0760,Movie 760,983.322392015388
M0990,Movie 990,962.8435328326907
M0171,Movie 171,962.637341851535
M0614,Movie 614,962.308717811067
M0787,Movie 787,955.369193226234
M0816,Movie 816,953.9848839335085
M0586,Movie 586,944.6983282149774
M0572,Movie 572,933.2494880012665
M0072,Movie 72,921.9204197646269
M0970,Movie 970,915.5998048735484
M0126,Movie 126,912.2935683573323
M0832,Movie 832,906.5718244417593
M0647,Movie 647,891.1688866087535
M0934,Movie 934,889.553656994199
M0190,Movie 190,887.3518504708044
M0484,Movie 484,884.5089421435287
M0630,Movie 630,883.4665365339504
M0854,Movie 854,882.628479510446
M0952,Movie 952,880.6063568919539
M0197,Movie 197,875.7738880953843
M0073,Movie 73,875.1888016232999
M0432,Movie 432,861.5294113873235
M0767,Movie 767,858.6417791934928
M0600,Movie 600,841.316340707214
M0982,Movie 982,839.6694492652427
M0247,Movie 247,833.9050151671739
M0562,Movie 562,832.9333959167117
M0950,Movie 950,827.1879594360803
M0886,Movie 886,826.1794704874096
M0280,Movie 280,825.5734276380832
M0649,Movie 649,812.6255289964508
M0903,Movie 903,811.8180813604753
M0168,Movie 168,808.4774434650164
M0738,Movie 738,806.5719235833278
M0796,Movie 796,801.3718223109561
M0866,Movie 866,777.1775809589653
M0602,Movie 602,773.2129939541093
M0227,Movie 227,765.3405554287141
M0234,Movie 234,755.3996421754418
M0773,Movie 773,750.3697388662509
M0867,Movie 867,749.8650204958133
M0513,Movie 513,749.0428892986191
M0686,Movie 686,740.0626501112018
M0153,Movie 153,731.6046712235901
M0477,Movie 477,726.2200481604805
M0577,Movie 577,720.8314096824479
M0353,Movie 353,717.4383043021278
