movie_id,title,ranking_score
M0455,Movie 455,997.0545867165314
M0098,Movie 98,996.9812567678744
M0274,Movie 274,993.4409199061233
M0801,Movie 801,991.4831110088742
M0669,Movie 669,988.1226645668432
M0892,Movie 892,984.4641443235485
M0253,Movie 253,983.8326412242566
M0252,Movie 252,982.9642489571077
M0958,Movie 958,982.7615082924996
M0941,Movie 941,969.6246595205413
M0219,Movie 219,968.7218962167069
M0453,Movie 453,961.4914611521057
M0566,Movie 566,952.2062479808667
M0883,Movie 883,945.7608733914428
M0543,Movie 543,942.6300709596303
M0671,Movie 671,935.0410880242621
M0039,Movie 39,933.6031695325588
M0775,Movie 775,933.4779365588041
M0519,Movie 519,931.9225090203738
M0675,Movie 675,930.3505301529341
M0821,Movie 821,930.3412225417127
M0185,Movie 185,916.3651365709757
M0987,Movie 987,914.0914095090566
M0012,Movie 12,903.3048022062331
M0891,Movie 891,897.2839478302702
M0536,Movie 536,875.7275298295036
M0461,Movie 461,869.2826908847427
M0792,Movie 792,856.6245011556069
M0820,Movie 820,855.5494794497863
M0523,Movie 523,846.7831899605976
M0692,Movie 692,846.5703118933326
M0456,Movie 456,846.3394527278572
M0430,Movie 430,843.7804556231703
M0840,Movie 840,843.2647362417332
M0378,Movie 378,843.1753443730344
M0608,Movie 608,841.380185406702
M0763,Movie 763,841.1785635807626
M0629,Movie 629,838.6913687174064
M0444,Movie 444,834.3874842361879
M0463,Movie 463,833.842516132819
M0149,Movie 149,821.2492028825553
M0429,Movie 429,818.3941313866511
M0189,Movie 189,810.5853345460204
M0070,Movie 70,806.4084400286115
M0520,Movie 520,790.2264224844914
M0762,Movie 762,789.7083691945923
M0236,Movie 236,780.3992457032062
M0645,Movie 645,779.8582267025859
M0911,Movie 911,769.7713169286213
M0422,Movie 422,735.0675158237691
