movie_id,title,ranking_score
M0933,Movie 933,999.025833234625
M0097,Movie 97,998.9802312685005
M0085,Movie 85,995.3583441999801
M0330,Movie 330,993.5020919990229
M0998,Movie 998,991.8871563261688
M0349,Movie 349,985.7585272676557
M0760,Movie 760,983.3859092998136
M0176,Movie 176,982.3142433197604
M0216,Movie 216,974.1633612886538
M0917,Movie 917,972.7643505326624
M0095,Movie 95,968.5875067624777
M0294,Movie 294,967.0553023254015
M0990,Movie 990,962.867345354805
M0286,Movie 286,962.6977941497071
M0171,Movie 171,962.6804187283345
M0614,Movie 614,962.3768577090539
M0787,Movie 787,955.3935284042603
M0816,Movie 816,954.02709652985
M0586,Movie 586,944.7339065886907
M0572,Movie 572,933.2757840346017
M0248,Movie 248,930.246659768998
M0744,Movie 744,922.2539033197324
M0072,Movie 72,921.9599973034447
M0131,Movie 131,918.5590773512047
M0970,Movie 970,915.6443334070458
M0832,Movie 832,906.6383563861713
M0165,Movie 165,905.7589928277546
M0940,Movie 940,905.204277314687
M0014,Movie 14,894.9591141714795
M0142,Movie 142,892.0303732481079
M0647,Movie 647,891.2046417254857
M0934,Movie 934,889.5795434288755
M0607,Movie 607,888.9799345189352
M0590,Movie 590,888.742687126051
M0190,Movie 190,887.36864112487
M0484,Movie 484,884.5499111958409
M0630,Movie 630,883.5126988341133
M0854,Movie 854,882.6972126871652
M0952,Movie 952,880.643021399363
M0197,Movie 197,875.8204746727582
M0073,Movie 73,875.2340306827582
M0432,Movie 432,861.5936625999616
M0018,Movie 18,859.5024551010217
M0767,Movie 767,858.6876148740909
M0588,Movie 588,850.9916817875494
M0600,Movie 600,841.3773435447777
M0982,Movie 982,839.7138658094273
M0833,Movie 833,839.3699590689511
M0848,Movie 848,837.3786184745386
M0663,Movie 663,836.546688507689
