movie_id,title,ranking_score
M0933,Movie 933,999.055281146992
M0097,Movie 97,998.9541752904684
M0085,Movie 85,995.3298541549182
M0330,Movie 330,993.5008203978437
M0998,Movie 998,991.8732883787436
M0349,Movie 349,985.7601887005654
M0760,Movie 760,983.3667631554474
M0176,Movie 176,982.3148320828363
M0216,Movie 216,974.1835121726776
M0917,Movie 917,972.7750842827289
M0095,Movie 95,968.5834445230012
M0294,Movie 294,967.0688315465262
M0990,Movie 990,962.849253264238
M0286,Movie 286,962.7272458119634
M0171,Movie 171,962.6597716570041
M0614,Movie 614,962.3481124378792
M0787,Movie 787,955.3990970672103
M0816,Movie 816,954.0196087978012
M0586,Movie 586,944.7341080083067
M0572,Movie 572,933.2841293255858
M0248,Movie 248,930.2513729006725
M0744,Movie 744,922.2307352301383
M0072,Movie 72,921.960955959737
M0131,Movie 131,918.5896416172817
M0970,Movie 970,915.6140901618566
M0126,Movie 126,912.3464792124596
M0832,Movie 832,906.6135304390519
M0165,Movie 165,905.7736974539588
M0940,Movie 940,905.2142594382623
M0014,Movie 14,894.9602867563475
M0142,Movie 142,892.0369557122181
M0647,Movie 647,891.2144002311888
M0934,Movie 934,889.573346603176
M0607,Movie 607,888.9979810653945
M0590,Movie 590,888.7331243539492
M0190,Movie 190,887.3979791819057
M0484,Movie 484,884.5284602131356
M0630,Movie 630,883.5030464089749
M0854,Movie 854,882.6605473094502
M0952,Movie 952,880.6296613847722
M0197,Movie 197,875.8069784922582
M0073,Movie 73,875.2236511438308
M0493,Movie 493,867.8736856510554
M0432,Movie 432,861.572129188569
M0018,Movie 18,859.4983639392337
M0767,Movie 767,858.6749354366272
M0588,Movie 588,850.9824077102521
M0600,Movie 600,841.3532314775471
M0982,Movie 982,839.6836561875454
M0833,Movie 833,839.3696423899441
