movie_id,title,ranking_score
M0933,Movie 933,999.0696405071692
M0998,Movie 998,991.917726163786
M0349,Movie 349,985.7848408116475
M0176,Movie 176,982.3235603503704
M0216,Movie 216,974.2086252622049
M0917,Movie 917,972.7876222508863
M0095,Movie 95,968.606431202512
M0294,Movie 294,967.100291901416
M0286,Movie 286,962.7243351448358
M0248,Movie 248,930.2699349161609
M0744,Movie 744,922.263653125329
M0131,Movie 131,918.593051290251
M0940,Movie 940,905.2475052883738
M0014,Movie 14,894.9715652027589
M0142,Movie 142,892.061834146126
M0607,Movie 607,888.9998233273784
M0590,Movie 590,888.7686053059549
M0493,Movie 493,867.8458622161316
M0018,Movie 18,859.5065929914646
M0588,Movie 588,851.0095502890422
M0833,Movie 833,839.3997635771368
M0663,Movie 663,836.5626329823211
M0583,Movie 583,825.4561344017535
M0555,Movie 555,822.3196136004925
M0166,Movie 166,818.6893654490954
M0604,Movie 604,806.5533297086728
M0905,Movie 905,806.5119352490661
M0295,Movie 295,803.4617404722909
M0943,Movie 943,790.6315060485207
M0255,Movie 255,786.5407568238355
M0118,Movie 118,785.1428169480018
M0514,Movie 514,784.7641578544252
M0897,Movie 897,782.5348857926903
M0344,Movie 344,779.2138050061402
M0135,Movie 135,775.0902170242675
M0537,Movie 537,772.6081151656512
M0509,Movie 509,771.4687325935273
M0129,Movie 129,764.8270776410596
M0203,Movie 203,761.1623230120567
M0188,Movie 188,758.4040396658638
M0163,Movie 163,757.0774215941109
M0087,Movie 87,756.8315953020241
M0640,Movie 640,756.7937584276546
M0977,Movie 977,754.6041544762764
M0438,Movie 438,754.4581142321421
M0539,Movie 539,749.2824491679262
M0260,Movie 260,745.7309807517787
M0390,Movie 390,740.8114931141529
M0575,Movie 575,735.0960386097186
M0360,Movie 360,732.4640061374774
