movie_id,title,ranking_score
M0097,Movie 97,998.9657937596382
M0085,Movie 85,995.3495682743512
M0760,Movie 760,983.3642203052786
M0990,Movie 990,962.907299501703
M0171,Movie 171,962.6836271146789
M0614,Movie 614,962.3903793454132
M0787,Movie 787,955.3817597960774
M0816,Movie 816,954.037640772105
M0586,Movie 586,944.7947882198612
M0572,Movie 572,933.3303566999588
M0072,Movie 72,921.9641480451811
M0970,Movie 970,915.6584600565004
M0126,Movie 126,912.3477601322827
M0832,Movie 832,906.6150103413161
M0647,Movie 647,891.2213537981698
M0934,Movie 934,889.629482259175
M0190,Movie 190,887.4022406239654
M0484,Movie 484,884.541941742053
M0630,Movie 630,883.5694026392579
M0854,Movie 854,882.6654275944891
M0952,Movie 952,880.6633809279442
M0197,Movie 197,875.8111583796536
M0073,Movie 73,875.2183218928928
M0432,Movie 432,861.5678945410671
M0767,Movie 767,858.7083865841306
M0600,Movie 600,841.3729292687121
M0247,Movie 247,833.9753916823132
M0562,Movie 562,832.9968700424221
M0950,Movie 950,827.2379036767244
M0886,Movie 886,826.2193241187392
M0280,Movie 280,825.6334632007553
M0649,Movie 649,812.6684639030509
M0903,Movie 903,811.844912934893
M0168,Movie 168,808.5359948571138
M0738,Movie 738,806.6103005072488
M0796,Movie 796,801.4296964259274
M0866,Movie 866,777.2313526141618
M0602,Movie 602,773.2698722907706
M0227,Movie 227,765.3636522535529
M0234,Movie 234,755.4526307740399
M0773,Movie 773,750.4148136491214
M0867,Movie 867,749.9197877329735
M0686,Movie 686,740.1250964528855
M0153,Movie 153,731.6685631430779
M0477,Movie 477,726.2326142260081
M0577,Movie 577,720.8644869033113
M0353,Movie 353,717.4599660798693
M0009,Movie 9,709.8867589823319
M0889,Movie 889,708.480988020202
M0568,Movie 568,707.4685014947868
