movie_id,title,ranking_score
M0032,Movie 32,997.5848496812705
M0863,Movie 863,985.1956742788614
M0636,Movie 636,975.1609259819694
M0508,Movie 508,962.3706254906972
M0483,Movie 483,959.6371936419645
M0205,Movie 205,944.3360178300911
M0758,Movie 758,937.0753381577895
M0282,Movie 282,928.4670687102193
M0064,Movie 64,925.2989944470191
M0332,Movie 332,922.7910013672343
M0031,Movie 31,917.7678650662825
M0599,Movie 599,915.2062348917711
M0435,Movie 435,913.5995051511871
M0206,Movie 206,903.320701052873
M0459,Movie 459,902.1911292918652
M0265,Movie 265,897.4529608407768
M0291,Movie 291,896.5893168404463
M0382,Movie 382,895.655352346731
M0635,Movie 635,894.8040755510743
M0424,Movie 424,888.6781863151914
M0051,Movie 51,888.6408314050667
M0688,Movie 688,884.2645051711729
M0278,Movie 278,881.8098428056594
M0759,Movie 759,867.4891650783966
M0157,Movie 157,865.3102885091209
M0411,Movie 411,864.7715411208436
M0362,Movie 362,856.4413619382833
M0782,Movie 782,853.2214180758666
M0657,Movie 657,843.6413675733185
M0002,Movie 2,836.6495957010343
M0462,Movie 462,835.2467775686531
M0320,Movie 320,814.1486581664605
M0391,Movie 391,813.3744043341262
M0591,Movie 591,811.1923274344907
M0949,Movie 949,785.4549799864978
M0331,Movie 331,784.3477633036747
M0436,Movie 436,776.1290098828573
M0116,Movie 116,773.6432162499115
M0440,Movie 440,772.902888998507
M0273,Movie 273,764.400337771982
M0955,Movie 955,764.0778814244609
M0442,Movie 442,761.3681604210379
M0898,Movie 898,760.7696046647499
M0187,Movie 187,758.1959065386931
M0679,Movie 679,740.4072783677062
M0995,Movie 995,737.2122164647782
M0594,Movie 594,735.6608970708146
M0907,Movie 907,734.2116394407799
M0837,Movie 837,730.7945719401309
M0618,Movie 618,730.3088695002539
