movie_id,title,ranking_score
M0455,Movie 455,997.0423333893123
M0098,Movie 98,996.9902210486681
M0274,Movie 274,993.4486205409181
M0942,Movie 942,992.7217559791651
M0801,Movie 801,991.4810190104021
M0669,Movie 669,988.1264729812272
M0892,Movie 892,984.4962265224104
M0253,Movie 253,983.8298512468195
M0252,Movie 252,982.952900381613
M0958,Movie 958,982.757009725118
M0941,Movie 941,969.6212519175097
M0219,Movie 219,968.7285658216617
M0453,Movie 453,961.4914652472252
M0566,Movie 566,952.1968547639092
M0543,Movie 543,942.6232143785498
M0671,Movie 671,935.0253889993392
M0039,Movie 39,933.5942777426185
M0775,Movie 775,933.4419417480804
M0519,Movie 519,931.924972092563
M0821,Movie 821,930.369028001558
M0675,Movie 675,930.3205681561327
M0185,Movie 185,916.364470291069
M0987,Movie 987,914.0864503554158
M0012,Movie 12,903.2862193437613
M0891,Movie 891,897.3157238849029
M0536,Movie 536,875.7040330711849
M0461,Movie 461,869.2826577426443
M0792,Movie 792,856.6286008293212
M0820,Movie 820,855.5684911639066
M0655,Movie 655,850.7408543775512
M0523,Movie 523,846.7575878721997
M0692,Movie 692,846.5708986763375
M0456,Movie 456,846.33961764821
M0430,Movie 430,843.7890545207496
M0840,Movie 840,843.2778523178295
M0378,Movie 378,843.158198960979
M0608,Movie 608,841.395003954223
M0763,Movie 763,841.1726697191554
M0629,Movie 629,838.689979590933
M0444,Movie 444,834.363806682527
M0463,Movie 463,833.828183241655
M0149,Movie 149,821.2593483177853
M0429,Movie 429,818.3828500788591
M0189,Movie 189,810.6036289129571
M0070,Movie 70,806.3884737218373
M0520,Movie 520,790.2084750014487
M0762,Movie 762,789.7080448016906
M0236,Movie 236,780.405460500692
M0645,Movie 645,779.8186572136409
M0422,Movie 422,735.0557970857719
