movie_id,title,ranking_score
M0933,Movie 933,999.0728895143191
M0097,Movie 97,998.9745691365861
M0085,Movie 85,995.3615767874552
M0330,Movie 330,993.4861109074466
M0998,Movie 998,991.9074002798902
M0349,Movie 349,985.7680964437739
M0760,Movie 760,983.3842888515123
M0176,Movie 176,982.3132146725732
M0216,Movie 216,974.2019200669503
M0917,Movie 917,972.7999349352908
M0095,Movie 95,968.5955938428978
M0294,Movie 294,967.0895467332641
M0990,Movie 990,962.8750410489872
M0286,Movie 286,962.7233597774998
M0171,Movie 171,962.6842980983095
M0614,Movie 614,962.375563292857
M0787,Movie 787,955.4157468721181
M0816,Movie 816,954.0394376811473
M0586,Movie 586,944.7561039635576
M0572,Movie 572,933.2946040521495
M0248,Movie 248,930.2430489122788
M0744,Movie 744,922.2534087176515
M0072,Movie 72,921.973452931982
M0131,Movie 131,918.5899351059635
M0970,Movie 970,915.6311044080948
M0126,Movie 126,912.3443709450798
M0832,Movie 832,906.622049178579
M0165,Movie 165,905.7852986607662
M0940,Movie 940,905.2394539300482
M0014,Movie 14,894.9605193543614
M0142,Movie 142,892.0387706647974
M0647,Movie 647,891.2182326963991
M0934,Movie 934,889.6116165081273
M0607,Movie 607,889.0241658906523
M0590,Movie 590,888.7714266164353
M0190,Movie 190,887.3903151262277
M0484,Movie 484,884.5656432404022
M0630,Movie 630,883.5201790936101
M0854,Movie 854,882.6760957785626
M0952,Movie 952,880.6551094841532
M0197,Movie 197,875.8074794134711
M0073,Movie 73,875.2384241937488
M0493,Movie 493,867.8901655979583
M0432,Movie 432,861.5684409882264
M0018,Movie 18,859.5016492952036
M0767,Movie 767,858.6951676599535
M0588,Movie 588,851.0173434965883
M0600,Movie 600,841.3748180755852
M0982,Movie 982,839.7098706894491
M0833,Movie 833,839.3724862729474
