movie_id,title,ranking_score
M0933,Movie 933,999.0132728773717
M0097,Movie 97,999.0025456351804
M0085,Movie 85,995.3801028468649
M0330,Movie 330,993.5193651081121
M0998,Movie 998,991.8583570007868
M0349,Movie 349,985.7398689294723
M0760,Movie 760,983.3798826157649
M0176,Movie 176,982.3041318696612
M0216,Movie 216,974.1885916161913
M0917,Movie 917,972.7663602797459
M0095,Movie 95,968.5891938904524
M0294,Movie 294,967.0599956592874
M0990,Movie 990,962.8618158428125
M0286,Movie 286,962.7027566789001
M0614,Movie 614,962.3793737028152
M0787,Movie 787,955.4058210145956
M0816,Movie 816,954.047297914688
M0586,Movie 586,944.7534933283837
M0572,Movie 572,933.2981078405725
M0248,Movie 248,930.2423113221993
M0744,Movie 744,922.2136398308245
M0072,Movie 72,921.9867052427829
M0131,Movie 131,918.5873109231917
M0970,Movie 970,915.6221415926072
M0126,Movie 126,912.3974232434031
M0832,Movie 832,906.6276818337426
M0165,Movie 165,905.8105599257733
M0940,Movie 940,905.2013897734928
M0014,Movie 14,894.9728758276175
M0142,Movie 142,892.0418687489745
M0647,Movie 647,891.2230646328576
M0934,Movie 934,889.5882240886832
M0607,Movie 607,888.9861938082532
M0590,Movie 590,888.7341445723251
M0190,Movie 190,887.4203471861324
M0484,Movie 484,884.53805886321
M0630,Movie 630,883.5262107992296
M0854,Movie 854,882.6862036683025
M0952,Movie 952,880.6670797706549
M0197,Movie 197,875.838509691184
M0073,Movie 73,875.2731986874184
M0493,Movie 493,867.8515371396129
M0432,Movie 432,861.5667829573695
M0018,Movie 18,859.5380070304132
M0767,Movie 767,858.6838778397241
M0588,Movie 588,850.9738537383633
M0600,Movie 600,841.3800399296433
M0982,Movie 982,839.7023381818788
M0833,Movie 833,839.3495092992958
M0848,Movie 848,837.3534903411637
